Tanggal,No Faktur,Nama Supplier,Jenis Pembelian,Deadline,Kode Obat,Nama Obat,Tgl.Expired,Jumlah,Harga Beli,Diskon,Pajak,Nilai Total,Total Transaksi
,,,,,PB022,"MY BABY TELON + 8 JAM
90 ML",1/8/2026,2,"20686,00","2,00%","0,00%","40544,56",
,,,,,OL145,DERMATIX ULTRA 5G,1/5/2027,1,"114330,00","5,00%","0,00%","108613,50",
,,,,,OL143,KENALOG IN ORABASE,1/9/2027,1,"69930,00","0,00%","0,00%","69930,00",
,,,,,OL146,HOT IN DCL 60G,1/11/2026,3,"19058,70","0,00%","0,00%","57176,10",
,,,,,VS056,FATIGON SPIRIT,1/6/2026,10,"9567,31","0,00%","0,00%","95673,10",
,,,,,HO040,MADURASA ORI,1/9/2027,24,"779,50","3,00%","0,00%","18146,64",
,,,,,OB015,MYLANTA SUSP 150ML,1/9/2026,2,"40415,10","5,00%","0,00%","76788,68",
,,,,,OB035,PROMAG TAB,1/5/2027,12,"7577,23","0,00%","0,00%","90926,76",
,,,,,OK048,DEXTEEM + TAB,1/7/2028,30,"4440,00","38,00%","0,00%","82584,00",
5/2/2025,00789/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,19/02/2025,OK047,SUCRALFATE SUS,1/3/2026,5,"18315,00","20,00%","0,00%","73260,00","626.721,87"
,,,,,OK077,VOLTADEX 50MG,1/8/2026,30,"4440,00","40,00%","0,00%","79920,00",
,,,,,OL014,DRAGON MENTHOL HSP,1/11/2027,6,"12765,00","3,00%","0,00%","74292,30",
,,,,,PB011,CALADINE LOTION 60ML,1/5/2026,3,"16261,50","5,00%","0,00%","46345,26",
,,,,,OK109,ASAM MEFENAMAT,1/8/2026,30,"3052,50","25,00%","0,00%","68681,10",
,,,,,PB007,BYE BYE FEVER ANAK,1/10/2027,10,"9296,00","4,00%","0,00%","89241,60",
,,,,,OK071,SOLINFEC CR 5GR,1/8/2028,5,"7826,61","10,00%","0,00%","35219,75",
,,,,,OL094,DAKTARIN CR,1/4/2027,2,"26351,40","3,00%","0,00%","51121,72",
,,,,,OBT105,"RHOTO COOL 7,5ML",1/6/2027,5,"16234,00","7,00%","0,00%","75488,10",
,,,,,AK072,SELSUN GOLD 60ML,1/6/2027,1,"31468,50","20,00%","0,00%","25174,80",
,,,,,HO038,MADU TJ JRK,1/9/2026,12,"699,76","5,00%","0,00%","7977,24",
8/2/2025,01343/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,19/02/2025,OB020,NEW DIATAB,1/6/2026,25,"2622,17","0,00%","0,00%","65554,25","669.659,11"
,,,,,OL093,MKP LANG 60 ML,1/8/2029,2,"19800,18","2,00%","0,00%","38808,36",
,,,,,OB021,SP TROCHES MELON 6'S,1/10/2027,5,"14978,34","8,00%","0,00%","68900,35",
,,,,,OB007,"SP TROCHES
STRAWBERRY 6'S",1/8/2027,5,"14978,34","8,00%","0,00%","68900,35",
,,,,,HO058,OBAT GIGI KAKAK TUA,1/7/2027,3,"12543,00","5,00%","0,00%","35747,55",
,,,,,OL147,"MYK ANGIN SAFE CARE
HIJAU 10ML",1/7/2027,2,"15151,00","3,00%","0,00%","29392,94",
,,,,,H019,DIAPET NR,1/9/2027,25,"2748,36","3,00%","0,00%","66647,75",
,,,,,VS046,IMBOOST BONE,1/7/2026,10,"9146,40","3,00%","0,00%","88720,10",
,,,,,OBT016,BODREX EXTRA,1/10/2027,25,"2060,00","0,00%","0,00%","51500,00",
,,,,,OL021,"MY BABY MINYAK TELON
60ML",1/11/2026,2,"15288,03","5,00%","0,00%","29047,26",
,,,,,AK067,"BEDAK GAJAH SALICYL 100
G",1/7/2028,4,"5214,00","2,00%","0,00%","20438,88",
,,,,,AK041,"BEDAK GAJAH SALICYL
MENTHOL 100G",1/12/2029,4,"7316,00","2,00%","0,00%","28678,72",
,,,,,OBT015,ANTIMO TABLET,1/11/2026,18,"4773,00","10,00%","0,00%","77322,60",
8/2/2025,01344/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,19/02/2025,OB051,MIXAGRIF FB PE,1/7/2026,25,"3024,40","0,00%","0,00%","75610,00","268.168,36"
,,,,,OBT063,ANAKODIN SYR 60ML,1/10/2027,3,"12543,00","3,00%","0,00%","36500,13",
,,,,,OBT106,"ANAKONIDIN OBH SYR
60ML",1/10/2026,3,"13653,00","3,00%","0,00%","39730,23",
,,,,,OBT049,ACTIFED MERAH SYR 60ML,1/6/2027,2,"58164,00","0,00%","0,00%","116328,00",
8/2/2025,01345/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,19/02/2025,AK073,HANSAPLAST TOPLES,1/10/2026,24,"4993,24","0,00%","0,00%","119837,76","405.607,79"
,,,,,OK089,KETOCONAZOLE GENERIK,1/7/2027,15,"4440,00","0,00%","0,00%","66600,00",
,,,,,OK125,LISINOPRIL 10MG,1/10/2026,10,"7548,00","25,00%","0,00%","56610,00",
,,,,,OK126,TEOSAL,1/2/2027,20,"2109,00","15,00%","0,00%","35853,00",
,,,,,OL049,ACIFAR KRIM,1/11/2027,5,"6631,14","10,00%","0,00%","29840,15",
,,,,,OL045,DEXIGEN CR 5G,1/11/2028,5,"9760,00","10,00%","0,00%","43920,00",
,,,,,PK001,ADEM SARI SACH,1/5/2026,24,"2206,12","0,00%","0,00%","52946,88",
10/2/2025,01566/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,12/3/2025,OL012,SALONPAS KOYO HIJAU,1/8/2027,10,"6526,80","5,00%","0,00%","62004,60","536.446,11"
,,,,,OK127,ACIFAR 200MG,1/6/2026,20,"5607,70","10,00%","0,00%","100938,60",
,,,,,OL045,DEXIGEN CR 5G,1/11/2028,10,"9760,00","10,00%","0,00%","87840,00",
,,,,,AK008,BETADINE SOL. 15ML,1/10/2027,3,"15207,00","5,00%","0,00%","43339,95",
,,,,,AK007,BETADINE SOL. 5ML,1/11/2027,6,"6138,30","5,00%","0,00%","34988,28",
,,,,,OB047,PRAXION,1/8/2026,2,"25530,00","10,00%","0,00%","45954,00",
,,,,,OL141,PI KANG SHUANG,1/8/2026,3,"12210,00","10,00%","0,00%","32967,00",
,,,,,H025,LELAP,1/6/2026,3,"14948,00","3,00%","0,00%","43498,68",
,,,,,OL004,HOTIN CREAM 60GR,1/11/2027,2,"16983,00","0,00%","0,00%","33966,00",
,,,,,OL154,HOTIN STRONG 60GR,1/11/2027,3,"16983,00","0,00%","0,00%","50949,00",
10/2/2025,01659/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,12/3/2025,OL075,BUFACOMB 5GR ORAL CR,1/10/2028,5,"28860,00","20,00%","0,00%","115440,00","182.379,66"
,,,,,OL0101,ENBATIC SALEP,1/9/2026,3,"8436,00","8,00%","0,00%","23283,36",
,,,,,OL099,NEBACETINE OINT,1/6/2026,2,"24253,50","10,00%","0,00%","43656,30",
10/2/2025,2.51E+12,SST (SAPTA SARI TAMA),HUTANG,3/3/2025,OBT100,HUFAGRIF FLU KUNING,2/12/2027,6,"19613,00","0,00%","11,00%","130622,58","405.727,20"
,,,,,OBT031,"HUFAGRIP BP HIJAU
SYRUP 60 ML",25/10/2028,6,"17251,00","0,00%","11,00%","114891,66",
,,,,,OBT109,"OBH TROP PLUS JERUK
60ML",1/10/2026,3,"18900,00","3,00%","11,00%","61048,89",
,,,,,OBT110,"OBH TROP PLUS STRAW
60ML",1/10/2026,3,"18900,00","3,00%","11,00%","61048,89",
,,,,,OBT111,"OBH TROP EXTRA STRAW
60ML",1/10/2026,2,"17700,00","3,00%","11,00%","38115,18",
10/2/2025,2.51E+12,SST (SAPTA SARI TAMA),HUTANG,3/3/2025,OB055,"HUFAGRIF PARACETAMOL
60ML",1/2/2026,5,"14139,00","0,00%","11,00%","78471,45","78.471,45"
10/2/2025,"INV-42003/2502
/01863",KDE (KARYA DWI ELANG),HUTANG,20/02/2025,OK032,KADITIC 50 MG,1/11/2027,20,"2900,00","10,00%","11,00%","57942,00","662.788,11"
,,,,,PB023,CALADINE BABY PWD 100G,1/8/2027,3,"10490,00","14,00%","11,00%","30041,25",
,,,,,OL006,VICKS VAPORUB 10GR,1/12/2025,5,"7067,00","4,00%","11,00%","37653,00",
,,,,,OL026,CALLUSOL 10ML,1/10/2026,2,"28000,00","4,00%","11,00%","59673,60",
,,,,,OL091,HERBORIST MYK ZAITUN 150ML,1/10/2027,2,"28300,00","1,00%","11,00%","62197,74",
,,,,,OL092,HERBORIST MYK ZAITUN 75ML,1/8/2027,2,"17900,00","1,00%","11,00%","39340,62",
,,,,,OL149,MYTADERM CR 5G,1/8/2027,10,"6900,00","13,00%","11,00%","60030,00",
,,,,,OL040,BENOSON N CR 5G,1/8/2029,6,"16818,00","1,00%","11,00%","110887,80",
,,,,,OL150,NIACEF 4% GEL 15G,1/1/2027,3,"31600,00","2,00%","11,00%","103123,44",
,,,,,OL151,"VITACID 0,025% CR 15G",1/11/2026,1,"25315,00","4,00%","11,00%","26975,66",
,,,,,OL039,BENOSON CR 5G,1/5/2028,5,"13636,00","1,00%","11,00%","74923,00",
10/2/2025,"INV-42003/2502
/01867",KDE (KARYA DWI ELANG),HUTANG,12/3/2025,OL152,"VITACID 0,1% CR 20G",1/7/2026,1,"48288,00","4,00%","11,00%","51455,69","1.309.192,96"
,,,,,OL153,FUNGIDERM CR 5G,1/10/2029,3,"12140,00","2,00%","11,00%","39617,67",
,,,,,OL123,THROMBOGEL,1/9/2028,2,"40000,00","3,00%","11,00%","86136,00",
,,,,,OL062,TRANSPULMIN BABY BALM 10GR,1/8/2027,2,"43000,00","5,00%","11,00%","90687,00",
,,,,,OB049,FASIDOL,1/11/2028,20,"2649,60","4,00%","11,00%","56468,40",
,,,,,VS077,GLUCOSAMINE 500 MG,1/10/2029,10,"17252,40","29,00%","11,00%","135966,10",
,,,,,VS066,IMBOOST FORCE,1/9/2027,30,"6224,60","1,00%","11,00%","205206,30",
,,,,,OB050,PAMOL,1/9/2028,20,"9450,00","19,00%","11,00%","169930,00",
,,,,,OK090,MEFINAL 500MG,1/11/2026,20,"15000,00","1,00%","11,00%","329670,00",
,,,,,OK058,NEURALGIN RX 10'S,1/10/2026,10,"10600,00","17,00%","11,00%","97657,80",
,,,,,OK006,METFORMIN 500MG,31/10/2026,10,"5500,00","24,00%","11,00%","46398,00",
10/2/2025,"INV-42003/2502
/01870",KDE (KARYA DWI ELANG),HUTANG,12/3/2025,OBT108,ANACETINE SYR 60ML,1/9/2026,2,"7800,00","2,00%","11,00%","16969,68","638.334,45"
,,,,,OBT090,BODREXIN PE FLU BATUK BERDAHAK,1/9/2026,3,"10720,00","1,00%","11,00%","35340,63",
,,,,,VS037,SCOTT VITA 200ML,1/10/2026,1,"39900,00","1,00%","11,00%","43846,11",
,,,,,OB053,TEMPRA ANGGUR DROP 15ML,1/7/2026,2,"41500,00","1,00%","11,00%","91208,70",
,,,,,OB054,TEMPRA ANGGUR SYR 30ML,1/10/2026,5,"20200,00","1,00%","11,00%","110988,90",
,,,,,OB041,TEMPRA ANGGUR 60ML,1/10/2026,3,"38600,00","1,00%","11,00%","127252,62",
,,,,,VS079,VIT C IPI,1/12/2026,6,"4955,00","2,00%","11,00%","32340,30",
,,,,,PK025,KONIDIN LOZ MINT,1/1/2027,20,"2760,35","1,00%","11,00%","60667,00",
,,,,,HO059,TILUNG JERUK SYR 60ML,1/11/2026,2,"23310,00","1,00%","11,00%","51230,72",
,,,,,H026,TILUNG12`S,1/11/2027,3,"21650,00","5,00%","11,00%","68489,79",
10/2/2025,"INV-42003/2502
/01874",KDE (KARYA DWI ELANG),HUTANG,12/3/2025,AK038,ONEMED KASSA STERIL 16X16CM,1/12/2029,10,"5316,00","4,00%","11,00%","56647,30","431.126,20"
,,,,,OL084,ONE MED RIVANOL 100ML,1/1/2027,5,"2703,00","1,00%","11,00%","14851,65",
,,,,,OL085,ONE MED RIVANOL 300ML,13/09/2027,3,"6487,00","1,00%","11,00%","21385,68",
,,,,,AK074,AUTOCHECK KOLESTROL,1/5/2026,1,"150000,00","1,00%","11,00%","164835,00",
,,,,,AK075,TISSUE LOVERS MAN 6'S,1/9/2029,3,"8600,00","2,00%","11,00%","28065,24",
,,,,,AK036,SELECTION KAPAS 35GR,1/1/2030,3,"4775,00","0,00%","11,00%","15900,75",
,,,,,AK076,DETTOL LIQ 245ML,1/10/2027,1,"53475,00","2,00%","11,00%","58170,10",
,,,,,AK078,DETTOL LIQ 45ML,1/9/2027,2,"10832,00","2,00%","11,00%","23566,10",
,,,,,AK077,DETTOL LIQ 95ML,1/9/2027,2,"21927,00","2,00%","11,00%","47704,38",
10/2/2025,"INV-42003/2502
/01878",KDE (KARYA DWI ELANG),HUTANG,20/02/2025,OBT057,DEMACOLIN SYR 60ML,1/7/2027,2,"15900,00","4,00%","11,00%","33886,08","81.107,49"
,,,,,OBT107,TERMOREX PLUS 60ML,1/7/2026,3,"14470,00","2,00%","11,00%","47221,41",
10/2/2025,"INV-42003/2502
/01882",KDE (KARYA DWI ELANG),HUTANG,12/3/2025,OBT052,WOODS MERAH ANTITUSSIVE SYR 60ML,1/9/2026,3,"18919,00","1,00%","11,00%","62370,27","62.370,27"
12/2/2025,02102/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,14/03/2025,AK037,SENSITIF TEST,1/1/2026,5,"23310,00","10,00%","0,00%","104895,00","943.510,52"
,,,,,OL093,MKP LANG 60 ML,1/8/2029,5,"19800,18","2,00%","0,00%","97020,90",
,,,,,OL083,MKP LANG 30 ML,1/8/2029,10,"10500,05","2,00%","0,00%","102900,50",
,,,,,OL066,GPU URUT SEREH 30ML,1/8/2029,3,"8799,99","3,00%","0,00%","25607,97",
,,,,,PK013,"POLIDENT FLOVOR FREE
20GR",1/11/2026,2,"33078,00","0,00%","0,00%","66156,00",
,,,,,OK128,ATORVASTATIN 20MG,1/8/2026,5,"36075,00","40,00%","0,00%","108225,00",
,,,,,OK096,FENOFIBRATE,1/8/2026,3,"44400,00","50,00%","0,00%","66600,00",
,,,,,OK129,GLIMEPIRIDE 2MG,1/8/2028,30,"11100,00","60,00%","0,00%","133200,00",
,,,,,OL140,MY CORAL 5 G,1/8/2026,5,"18870,00","15,00%","0,00%","80197,50",
,,,,,OK133,MICONAZOLE KF,1/2/2027,10,"4162,50","10,00%","0,00%","37462,50",
,,,,,OK116,MUCOS SYR,1/10/2026,3,"18315,00","25,00%","0,00%","41208,75",
,,,,,OK042,OMERIC 100MG,1/10/2026,30,"2808,30","5,00%","0,00%","80036,40",
12/2/2025,02103/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,14/03/2025,OBT112,HALMEZIN SYR 100ML,1/8/2027,2,"29970,00","0,00%","0,00%","59940,00","164.002,50"
,,,,,OBT046,INTUNAL FORTE 10`S,1/5/2028,10,"8991,00","25,00%","0,00%","67432,50",
,,,,,OK115,FLUTAMOL,1/6/2026,10,"4884,00","25,00%","0,00%","36630,00",
12/2/2025,02105/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,14/03/2025,OBT074,KOMIX OBH SACH,1/10/2026,30,"1426,09","0,00%","0,00%","42782,70","628.933,20"
,,,,,OK013,CENDO XITROL ED 5ML,1/3/2027,3,"33189,00","9,10%","0,00%","90506,40",
,,,,,OK039,PIROCAM 20MG,1/7/2029,30,"2775,00","25,00%","0,00%","62437,50",
,,,,,OK077,VOLTADEX 50MG,1/8/2026,30,"4440,00","40,00%","0,00%","79920,00",
,,,,,OK026,GENOINT 15GR,1/8/2026,5,"4995,00","8,00%","0,00%","22977,00",
,,,,,OK100,ALLOPURINOL 300MG,1/10/2026,10,"4662,00","5,00%","0,00%","44289,00",
,,,,,OB042,PLANTACID SUSP 100ML,1/8/2026,3,"13320,00","20,00%","0,00%","31968,00",
,,,,,VS082,NEUROBION 50'S,1/1/2027,5,"24618,69","2,00%","0,00%","120631,60",
,,,,,OL084,ONE MED RIVANOL 100ML,1/10/2027,5,"3968,25","20,00%","0,00%","15873,00",
,,,,,OBT017,BODREX MIGRA,1/5/2027,25,"2150,00","0,00%","0,00%","53750,00",
,,,,,OL023,"MY BABY MINYAK TELON
150ML",1/5/2026,2,"32550,00","2,00%","0,00%","63798,00",
14/02/2025,"TMP-INV-2025/0
2/14/1353314","TMP (TEKNOLOGI MEDIKA
PRATAMA)",HUTANG,16/03/2025,AK079,SUTRA KONDOM KECIL HITAM 3'S,1/6/2029,6,"7182,00","15,00%","11,00%","40657,32","71.226,72"
,,,,,AK066,SUTRA KONDOM KECIL MERAH 3'S,1/6/2029,6,"5400,00","15,00%","11,00%","30569,40",
14/02/2025,"TMP-INV-2025/0
2/14/1353380","TMP (TEKNOLOGI MEDIKA
PRATAMA)",HUTANG,16/03/2025,VS084,PROVE D3-1000,1/11/2026,3,"29000,00","1,00%","11,00%","95604,30","729.131,00"
,,,,,AK053,DARYANTULLE BOX 10'S,1/9/2026,10,"22320,90","2,00%","11,00%","242806,70",
,,,,,OK130,ASPILETS 80MG,1/9/2026,10,"5700,00","0,00%","11,00%","63270,00",
,,,,,VS085,LACTO-B,1/1/2027,40,"7375,00","0,00%","11,00%","327450,00",
15/02/2025,02722/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,17/03/2025,OBT040,INSTO REG 7.5ML,1/6/2028,5,"13631,00","0,00%","0,00%","68155,00","478.523,94"
,,,,,OK051,"METHYLPREDNISOLON 4
MG TAB",1/4/2026,30,"4445,55","50,00%","0,00%","66683,10",
,,,,,OL082,MKP LANG 15 ML,1/8/2029,10,"5749,99","2,00%","0,00%","56349,90",
,,,,,OK066,ANASTAN FORTE TAB,1/10/2027,20,"3285,60","0,00%","0,00%","65712,00",
,,,,,OK131,HISTIGO,1/11/2026,5,"5593,20","10,00%","0,00%","25169,40",
,,,,,OBT105,"RHOTO COOL 7,5ML",1/12/2026,5,"11738,50","7,00%","0,00%","54584,00",
,,,,,OK031,SCANDEXON,1/8/2027,50,"1851,00","25,00%","0,00%","69412,50",
,,,,,OL154,HOTIN STRONG 60GR,1/11/2027,3,"16983,00","0,00%","0,00%","50949,00",
,,,,,AK041,"BEDAK GAJAH SALICYL
MENTHOL 100G",1/12/2028,3,"7316,00","2,00%","0,00%","21509,04",
15/02/2025,02723/PJ/2/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,17/03/2025,AK020,HYPAFIX 5CMx1M,1/3/2029,3,"23698,50","8,00%","0,00%","65407,86","290.838,60"
,,,,,OBT081,MIXAGRIP FLU,1/8/2026,25,"2731,72","0,00%","0,00%","68293,00",
,,,,,OB046,PROMAG GAZERO CAIR,1/5/2026,18,"2147,48","0,00%","0,00%","38654,64",
,,,,,OL122,BETAMETHASON KF,1/8/2026,10,"2460,87","5,00%","0,00%","23378,30",
,,,,,AK072,SELSUN GOLD 60ML,1/6/2027,2,"31468,50","20,00%","0,00%","50349,60",
,,,,,AK049,"SELSUN BLUE SHAMPO
60ML",1/10/2027,2,"27972,00","20,00%","0,00%","44755,20",
17/02/2025,"INV/42003-2502
/04882",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,OBT112,HALMEZIN SYR 100ML,1/10/2027,2,"27000,00","1,00%","11,00%","59340,60","59.340,60"
17/02/2025,"INV-42003/2502
/04877",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,PK026,MBK PUTIH,1/12/2031,12,"1636,60","1,00%","11,00%","21581,52","21.581,52"
17/02/2025,"INV-42003/2502
/04878",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,OBT105,"RHOTO COOL 7,5ML",1/6/2027,5,"14625,00","8,00%","11,00%","74675,25","1.214.754,67"
,,,,,OK038,"ERLAMYCETIN CREAM MATA 3,5GR",1/6/2028,3,"10500,00","11,00%","11,00%","31118,85",
,,,,,OB023,MICROLAX GEL,1/8/2027,3,"19700,00","9,00%","11,00%","59696,91",
,,,,,VS039,CALCIFAR PLUS KAP,1/11/2026,20,"1730,00","3,00%","11,00%","37253,80",
,,,,,OBT071,INCIDAL TAB,1/11/2026,8,"15238,62","11,00%","11,00%","120433,84",
,,,,,VS086,IMBOOST EXTRA VIT C & D3,5/10/2026,5,"16500,00","4,00%","11,00%","87912,00",
,,,,,OK068,CATAFLAM 50MG,1/7/2027,50,"6141,56","2,00%","11,00%","334039,50",
,,,,,OK046,FARSIFEN 400MG TAB,1/11/2027,30,"4000,00","1,00%","11,00%","131868,00",
,,,,,OK080,DIANE,1/10/2026,1,"151855,00","7,00%","11,00%","156759,92",
,,,,,OK091,KALMETHASON,1/8/2026,40,"1100,00","16,00%","11,00%","41025,60",
,,,,,VS087,NEUROSANBE PLUS,1/12/2026,10,"13000,00","3,00%","11,00%","139971,00",
17/02/2025,"INV-42003/2502
/04879",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,OK055,CETIRIZINE TAB,1/12/2026,30,"3000,00","30,00%","11,00%","69930,00","502.667,71"
,,,,,OK137,CANDESARTAN 16MG,1/6/2026,3,"65000,00","76,00%","11,00%","51948,00",
,,,,,OK019,CANDESARTAN 8MG,1/2/2027,3,"4200,00","12,00%","11,00%","12307,68",
,,,,,OK138,NYSTATIN SUSP 12ML,1/12/2026,3,"20000,00","2,00%","11,00%","65268,00",
,,,,,OBT113,OBAT BATUK IBU ANAK 75ML,1/7/2027,2,"26600,00","5,00%","11,00%","56099,40",
,,,,,OB014,MYLANTA SUSP 50ML,1/9/2027,2,"13960,00","1,00%","11,00%","30681,28",
,,,,,PK034,STREPSIL COOL,1/9/2027,2,"9528,00","1,00%","11,00%","20940,64",
,,,,,PK035,STREPSIL BIRU,1/6/2027,4,"9528,00","1,00%","11,00%","41881,28",
,,,,,PK029,PERMEN ALBA,1/8/2026,5,"9100,00","1,00%","11,00%","49999,95",
,,,,,OL160,MKP LANG PLUS 30ML,1/3/2029,2,"9916,00","1,00%","11,00%","21793,38",
,,,,,OK118,PRORIS FORTE,1/8/2026,3,"27000,00","9,00%","11,00%","81818,10",
17/02/2025,"INV-42003/2502
/04880",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,AK012,"HANSAPLAST ROLL 1,25CM X 1M",1/10/2027,20,"3440,00","1,00%","11,00%","75604,40","75.604,40"
17/02/2025,"INV-42003/2502
/04881",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,OBT035,ALPARA,1/10/2027,15,"8000,00","16,00%","11,00%","111888,00","585.085,81"
,,,,,OBT064,MOLEXFLU TAB,1/6/2026,15,"5000,00","7,00%","11,00%","77422,50",
,,,,,OBT056,PARATUSIN TAB,1/8/2026,20,"13237,65","12,00%","11,00%","258610,60",
,,,,,OBT063,ANAKODIN SYR 60ML,1/10/2027,3,"11770,00","2,00%","11,00%","38410,23",
,,,,,OBT055,PARATUSIN SYR 60ML,1/9/2026,3,"33700,00","12,00%","11,00%","98754,48",
17/02/2025,"INV-42003/2502
/05064",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,OL035,COUNTERPAIN 30GR,1/10/2027,2,"37300,00","1,00%","11,00%","81977,94","539.076,18"
,,,,,HO060,ALBUSMIN,1/7/2027,3,"53333,33","9,00%","11,00%","161616,00",
,,,,,OBT022,NEO RHEUMACYL 10'S,1/10/2027,24,"7477,45","1,00%","11,00%","197207,28",
,,,,,OK070,ONDANSENTRON 4 MG,1/8/2026,4,"8400,00","22,00%","11,00%","29090,88",
,,,,,OK134,ONDANSENTRON 8MG,1/8/2026,2,"13800,00","14,00%","11,00%","26346,96",
,,,,,OB003,OBH COMBI SYR BATUK BERDAHAK 100ML MENTHOL,30/09/2026,3,"13400,00","4,00%","11,00%","42837,12",
17/02/2025,"INV-42003/2502
/05067",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,AK038,ONEMED KASSA STERIL 16X16CM,1/12/2029,10,"5316,00","4,00%","11,00%","56647,30","169.034,29"
,,,,,AK080,HANSAPLAST AQUA PROTEC,1/5/2029,5,"11189,00","1,00%","11,00%","61477,95",
,,,,,AK009,BETADINE SOL. 30ML,1/11/2027,2,"23400,00","2,00%","11,00%","50909,04",
17/02/2025,"INV-42003/2505
/05070",KDE (KARYA DWI ELANG),HUTANG,19/03/2025,OBT062,GRANTUSIF TAB,1/11/2028,10,"4431,80","21,00%","11,00%","38862,40","38.862,40"
19/02/2025,03374/PJ/02/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,21/03/2025,OB036,DEGIROL 4'S,1/1/2027,15,"5106,00","0,00%","0,00%","76590,00","662.375,26"
,,,,,OL158,MKP LANG 120ML,1/6/2029,2,"38200,01","2,00%","0,00%","74872,02",
,,,,,OL0106,KOOLFEVER ADULT,1/4/2027,6,"6678,50","3,00%","0,00%","38868,84",
,,,,,OL093,MKP LANG 60 ML,1/8/2029,5,"19800,18","2,00%","0,00%","97020,90",
,,,,,OL076,NEO ULTRASILINE CR 5GR,1/12/2027,3,"9442,77","0,00%","0,00%","28328,31",
,,,,,OK069,RANITIDINE TAB,1/6/2026,10,"2775,00","20,00%","0,00%","22200,00",
,,,,,PB006,BYE BYE FEVER 0-2 TH,1/10/2027,10,"6605,00","5,00%","0,00%","62747,50",
,,,,,OBT070,LERZIN SYR 60ML,1/11/2028,2,"6216,00","10,00%","0,00%","11188,80",
,,,,,OBT076,ZINC SYR 60ML,1/9/2026,2,"9435,00","40,00%","0,00%","11322,00",
,,,,,OB009,COOLING 5 CHERRY 15ML,1/8/2028,2,"35520,00","10,00%","0,00%","63936,00",
,,,,,OB011,"COOLING 5 PLUS ORANGE
15ML",1/10/2026,2,"37740,00","10,00%","0,00%","67932,00",
,,,,,OL023,"MY BABY MINYAK TELON
150ML",1/10/2026,2,"32550,00","2,00%","0,00%","63798,00",
,,,,,OL021,"MY BABY MINYAK TELON
60ML",1/11/2026,3,"15288,03","5,00%","0,00%","43570,89",
19/02/2025,03377/PJ/02/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,21/03/2025,OK013,CENDO XITROL ED 5ML,1/3/2027,3,"33189,00","9,10%","0,00%","90506,40","316.968,67"
,,,,,OL0101,ENBATIC SALEP,1/9/2026,2,"8436,00","8,00%","0,00%","15522,24",
,,,,,OL045,DEXIGEN CR 5G,1/11/2028,5,"9760,00","10,00%","0,00%","43920,00",
,,,,,OB035,PROMAG TAB,1/5/2027,12,"7577,23","0,00%","0,00%","90926,76",
,,,,,OK135,AMBROXOL SYR 60ML,1/1/2027,2,"4023,75","5,00%","0,00%","7645,12",
,,,,,OL099,NEBACETINE OINT,1/6/2026,1,"24253,50","10,00%","0,00%","21828,15",
,,,,,OL159,DIE DA YAO JING,1/5/2028,2,"23310,00","0,00%","0,00%","46620,00",
20/02/2025,03580/PJ/02/25,SJI (SEMARANG JAYA INTERNUSA),HUTANG,22/03/2025,OBT088,BISOLVON EXT 60ML,1/2/2027,2,"48885,51","5,00%","0,00%","92882,46","606.370,39"
,,,,,OB019,CENDO LYTREES ED 15ML,1/9/2027,3,"24975,00","9,10%","0,00%","68106,81",
,,,,,OBT040,INSTO REG 7.5ML,1/6/2028,5,"13631,00","0,00%","0,00%","68155,00",
,,,,,OK072,MELOXICAM,1/2/2026,10,"6981,90","50,00%","0,00%","34909,50",
,,,,,OK136,GLIMEPIRIDE 1MG,1/9/2026,20,"4884,00","50,00%","0,00%","48840,00",
,,,,,OK034,OMEPRAZOL TAB 20 MG,1/12/2026,20,"5272,50","20,00%","0,00%","84360,00",
,,,,,OB049,FASIDOL,1/1/2029,30,"3128,20","10,00%","0,00%","84461,40",
,,,,,OBT096,SILADEX HIJAU,1/10/2026,3,"13542,00","3,00%","0,00%","39407,22",
,,,,,OL123,THROMBOGEL,1/9/2028,2,"44400,00","4,00%","0,00%","85248,00",
